Text,Sentiment
Battery life is so poor and it is not value for money because of its battery life,negative
"Writing this review after usage of one and half month. The camera quality is good. Coming to battery life, as the new mobile gives Best standby at starting stages and decreases as the usage goes on. My overall review to this mobile is 3.8/5.0.......",neutral
Hate the phone it is fit for nothing worst than other existing models,negative
Its the best,positive
"Picture quality is just average. Basic options such as infra , video calling and some other options are unavaliable. Lack of picture sharpness and zoom is less. Avergae Phone for 16K. Only Advantage is FAST Processor KIRIN.",neutral
avg watchonlycalling is good,neutral
There is no better option than Realme U1 in this price range. Feature wise it is better than Vivo V11 Pro which cost 26K.Overall I m happy and satisfied.,positive
"Phone is overall good but there are some major cons. 1. No native video calling which is a basic feature. 2. Loud speaker is below average, cant hear in noisy area. 3. Both camera are average. Not worth in 15k. No EIS, no 4K recording. 4. Vibration is very weak. 5. Ram management is also not so good in this phone.",neutral
rate is cheap so the product is life span also less most of the product are defective,negative
Overall Best,positive
recievd damage product also quality was not upto the mark,negative
not so much,neutral
Watch did not start. Returned the product on 20th aug but havent got any return msg from courier yet.,negative
"The phone's performance is quite good....but the camera quality is slightly on the lower side. Not that great as expected ...... the battery as mentioned ""6000 mah"" not that great but good enough for a complete day use .. That's all I would end up by saying that the phone is worth buying and has a good value for money.",positive
hot milk not carry even 1 2 hoursthis product not useful,negative
all okk,neutral
best but cant fit in finger,neutral
"Can full charge only, two 3000mah mobiles, with this 10k mah powerbank. Positives : Turbo Charging. Negative : Can charge only upto 6000-7000 mah for one full charged power bank.",neutral
